Brand;Article;Name;Color;Gender;Segment HQ;Type;Concept;Fit;RRP
Levi's;10298;LEGO Group x Levi's® Vintage Fit Trucker Jacket ;white;Men;APP MEN;Jackets;LEGO;No;13320
Levi's;10300;Levi's® Chest Logo Polo Shirt ;green;Men;APP MEN;Shirts;Levi's;No;3105
Levi's;10301;Levi's® Chest Logo Polo Shirt ;yellow;Men;APP MEN;Shirts;Levi's;No;3105
Levi's;10302;Levi's® Chest Logo Polo Shirt ;blue;Men;APP MEN;Shirts;Levi's;No;3555
Levi's;10303;Levi's® Chest Logo Polo Shirt ;red;Men;APP MEN;Shirts;Levi's;No;3555
Levi's;10304;Levi's® Classic XX Chino 9.5 in. Mens Shorts ;black;Men;APP MEN;Shorts;Levi's;No;5355
Levi's;10306;Levi's® Engineered Jeans™ 570™ Baggy Taper Jeans ;grey;Men;APP MEN;Jeans;Levi's;Engineered;8820
Levi's;10307;Levi's® Engineered Jeans™ Trucker Jacket ;grey;Men;APP MEN;Jeans;Levi's;Engineered;10620
Levi's;10308;Levi's® Logo Classic T-Shirt ;green;Men;APP MEN;T-Shirt;Levi's;No;2205
Levi's;10309;Levi's® Logo Classic Tee Shirt ;yellow;Men;APP MEN;T-Shirt;Levi's;No;2205
Levi's;10310;Levi's® Logo Classic Tee Shirt ;blue;Men;APP MEN;T-Shirt;Levi's;No;2655
Levi's;10311;Levi's® Logo Graphic Tee Shirt ;red;Men;APP MEN;T-Shirt;Levi's;No;2205
Levi's;10312;Levi's® Logo Graphic Tee Shirt ;black;Men;APP MEN;T-Shirt;Levi's;No;2205
Levi's;10313;Levi's® Logo Graphic Tee Shirt ;grey;Men;APP MEN;T-Shirt;Levi's;No;2655
Levi's;10314;Levi's® Logo New York Tee ;grey;Men;APP MEN;T-Shirt;Levi's;No;2205
Levi's;10315;Levi's® Logo Polo Shirt ;green;Men;APP MEN;Shirts;Levi's;No;3555
Levi's;10316;Levi's® Logo Pullover Hoodie ;yellow;Men;APP MEN;Sweats;Levi's;No;6255
Levi's;10317;Levi's® Logo Zip Hoodie (Big) ;blue;Men;APP MEN;Sweats;Levi's;No;6255
Levi's;10319;Levi's® Pride Community Cropped Tee Shirt ;red;Men;APP MEN;T-Shirt;Levi's;No;2655
Levi's;10320;Levi's® Pride Community Graphic Tee Shirt ;black;Men;APP MEN;T-Shirt;Levi's;No;2655
Levi's;10321;Levi's® Pride Community Graphic Tee Shirt ;grey;Men;APP MEN;T-Shirt;Levi's;No;2655
Levi's;10322;Levi's® Pride Community Graphic Tee Shirt ;grey;Men;APP MEN;T-Shirt;Levi's;No;2655
Levi's;10323;Levi's® Pride Oversized Trucker Jacket ;green;Men;APP MEN;Jackets;Levi's;No;10620
Levi's;10325;Levi's® Pride Trucker Jacket ;yellow;Men;APP MEN;Jackets;Levi's;No;10620
Levi's;10326;Levi's® Script Zip Up Hoodie ;blue;Men;APP MEN;Sweats;Levi's;No;4905
Levi's;10330;Levi's® WellThread® Graphic Tee Shirt ;red;Men;APP MEN;T-Shirt;Levi's;No;3600
Levi's;10331;Levi's® WellThread® Hoodie ;black;Men;APP MEN;Sweats;Levi's;No;8820
Levi's;10332;Levi's® WellThread® Trucker Jacket ;grey;Men;APP MEN;Jackets;Levi's;No;17820
Levi's;10334;Levi's® x AWAKE Trucker Jacket ;grey;Men;APP MEN;Jackets;Levi's;No;44550
Levi's;10337;Levi's® x Disney Bomber Jacket ;green;Men;APP MEN;Jackets;Levi's;No;11520
Levi's;10338;Levi's® x Disney Crewneck Sweatshirt ;yellow;Men;APP MEN;Shirts;Levi's;No;7155
Levi's;10339;Levi's® x Disney Goofy Longsleeve T-Shirt ;blue;Men;APP MEN;T-Shirt;Levi's;No;4005
Levi's;10340;Levi's® x Disney Hoodie ;red;Men;APP MEN;Sweats;Levi's;No;7605
Levi's;10341;Levi's® x Disney Mickey and Minnie T-Shirt ;black;Men;APP MEN;T-Shirt;Levi's;No;3555
Levi's;10342;Levi's® x Disney Mickey T-Shirt ;grey;Men;APP MEN;T-Shirt;Levi's;No;3555
Levi's;10343;Levi's® x Disney Padded Trucker Jacket ;grey;Men;APP MEN;Jackets;Levi's;No;13320
Levi's;10344;Levi's® x Disney T-Shirt ;green;Men;APP MEN;T-Shirt;Levi's;No;3555
Levi's;10345;Levi's® x Disney Trucker Jacket ;yellow;Men;APP MEN;Jackets;Levi's;No;10620
Levi's;10346;Levi's® x Heron Preston Trucker Jacket ;blue;Men;APP MEN;Jackets;Levi's;No;35820
Levi's;10347;Levi's® x Justin Timberlake Varsity Trucker Jacket ;red;Men;APP MEN;Jackets;Levi's;No;34200
Levi's;10348;Levi's® x Peanuts Football Tee Shirt ;black;Men;APP MEN;T-Shirt;Levi's;No;3600
Levi's;10177;At Work Trucker Jacket ;grey;Men;APP MEN;Jackets;No;No;10620
Levi's;10178;Authentic Crewneck Tee Shirt ;grey;Men;APP MEN;T-Shirt;No;No;2655
Levi's;10179;Authentic Logo Crewneck Sweatshirt ;green;Men;APP MEN;Shirts;No;No;5355
Levi's;10180;Baker Bomber Jacket (Tall) ;yellow;Men;APP MEN;Jackets;No;No;6705
Levi's;10181;Barstow Overshirt ;blue;Men;APP MEN;Shirts;No;No;7155
Levi's;10182;Barstow Western Shirt ;red;Men;APP MEN;Shirts;No;No;6255
Levi's;10183;Barstow Western Shirt ;black;Men;APP MEN;Shirts;No;No;6255
Levi's;10184;Barstow Western Shirt ;grey;Men;APP MEN;Shirts;No;No;6255
Levi's;10185;Bay Meadows Sweatshirt ;grey;Men;APP MEN;Shirts;No;No;14850
Levi's;10186;Bay Meadows Sweatshirt ;green;Men;APP MEN;Shirts;No;No;14850
Levi's;10187;Bay Meadows Sweatshirt ;yellow;Men;APP MEN;Shirts;No;No;14850
Levi's;10188;Bay Meadows Sweatshirt ;blue;Men;APP MEN;Shirts;No;No;14850
Levi's;10189;Bedford Shirt ;red;Men;APP MEN;Shirts;No;No;17550
Levi's;10190;Boxed Hoodie ;black;Men;APP MEN;Sweats;No;No;11520
Levi's;10191;Boxtab Graphic Tee ;grey;Men;APP MEN;T-Shirt;No;No;2205
Levi's;10192;Boxtab New York Tee ;grey;Men;APP MEN;T-Shirt;No;No;2205
Levi's;10193;Cali Bear Graphic Tee Shirt ;green;Men;APP MEN;T-Shirt;No;No;2205
Levi's;10200;Chest Boxtab Logo Tee Shirt ;yellow;Men;APP MEN;T-Shirt;No;No;2655
Levi's;10221;Climbing Pants ;blue;Men;APP MEN;Pants;No;No;20520
Levi's;10222;Coaches Jacket ;red;Men;APP MEN;Jackets;No;No;44550
Levi's;10223;Colorblock Corduroy Trucker Jacket ;black;Men;APP MEN;Jackets;No;No;10620
Levi's;10224;Colorblock Tee Shirt ;grey;Men;APP MEN;T-Shirt;No;No;6255
Levi's;10225;Corduroy Barstow Western Slim Shirt ;grey;Men;APP MEN;Shirts;No;No;6255
Levi's;10226;Corduroy Sherpa Trucker Jacket ;green;Men;APP MEN;Jackets;No;No;11520
Levi's;10227;Corduroy Shirt ;yellow;Men;APP MEN;Shirts;No;No;17550
Levi's;10228;Cottonized Hemp Stay Loose Trucker Jacket ;blue;Men;APP MEN;Jackets;No;No;10620
Levi's;10229;Cottonized Hemp Vintage Fit Trucker Jacket ;red;Men;APP MEN;Jackets;No;No;8820
Levi's;10230;Crewneck Sweatshirt ;black;Men;APP MEN;Shirts;No;No;4455
Levi's;10231;Crochet Stitch Polo Shirt ;grey;Men;APP MEN;Shirts;No;No;11520
Levi's;10237;Denim Family Shirt ;grey;Men;APP MEN;Shirts;No;No;17820
Levi's;10238;Desert Scape Graphic Tee Shirt ;green;Men;APP MEN;T-Shirt;No;No;2205
Levi's;10239;Draft Taper Men's Jeans ;grey;Men;APP MEN;Jeans;No;Tapered;20520
Levi's;10240;Fillmore Short Puffer Jacket ;blue;Men;APP MEN;Jackets;No;No;17820
Levi's;10271;Hayes Oversized Overshirt ;red;Men;APP MEN;Shirts;No;No;8820
Levi's;10272;Headlands Tactical Jacket ;black;Men;APP MEN;Jackets;No;No;15120
Levi's;10273;Hi-Ball Roll Camo Pants ;grey;Men;APP MEN;Pants;No;No;8055
Levi's;10274;Hi-Ball Roll Men's Jeans ;grey;Men;APP MEN;Jeans;No;Vintage;8055
Levi's;10275;Hooded Hybrid Sherpa Trucker Jacket ;green;Men;APP MEN;Jackets;No;No;13320
Levi's;10276;Housemark Graphic Tee ;grey;Men;APP MEN;T-Shirt;No;No;2205
Levi's;10277;Housemark Graphic Tee Shirt ;blue;Men;APP MEN;T-Shirt;No;No;2205
Levi's;10278;Housemark Polo Shirt ;red;Men;APP MEN;Shirts;No;No;3105
Levi's;10279;Housemark Polo Shirt ;black;Men;APP MEN;Shirts;No;No;3105
Levi's;10282;Iconic Original Trucker Jacket ;grey;Men;APP MEN;Jackets;No;No;8820
Levi's;10548;70's High Flare Jeans ;black;Women;APP WMN;Jeans;70;Flare;11246
Levi's;10551;70's High Flare Jeans ;black;Women;APP WMN;Jeans;70;Flare;11246
Levi's;10547;70's High Straight Jeans ;black;Women;APP WMN;Jeans;70;Straight;11246
Levi's;10554;70's High Straight Jeans ;black;Women;APP WMN;Jeans;70;Straight;11246
Levi's;10472;310™ Shaping Super Skinny Jeans ;black;Women;APP WMN;Jeans;310;Skinny;8096
Levi's;10473;310™ Shaping Super Skinny Jeans ;black;Women;APP WMN;Jeans;310;Skinny;8096
Levi's;10474;310™ Shaping Super Skinny Jeans ;blue ;Women;APP WMN;Jeans;310;Skinny;8096
Levi's;10481;310™ Shaping Super Skinny Jeans ;blue ;Women;APP WMN;Jeans;310;Skinny;8096
Levi's;10459;311™ Shaping Skinny Jeans ;blue ;Women;APP WMN;Jeans;311;Skinny;7196
Levi's;10460;311™ Shaping Skinny Jeans ;blue ;Women;APP WMN;Jeans;311;Skinny;7196
Levi's;10469;311™ Shaping Skinny Jeans ;blue ;Women;APP WMN;Jeans;311;Skinny;8096
Levi's;10471;311™ Shaping Skinny Jeans ;blue ;Women;APP WMN;Jeans;311;Skinny;8096
Levi's;10476;311™ Shaping Skinny Jeans ;blue ;Women;APP WMN;Jeans;311;Skinny;8096
Levi's;10477;311™ Shaping Skinny Jeans ;blue ;Women;APP WMN;Jeans;311;Skinny;8096
Levi's;10482;311™ Shaping Skinny Jeans ;blue ;Women;APP WMN;Jeans;311;Skinny;8096
Levi's;10483;311™ Shaping Skinny Jeans ;black;Women;APP WMN;Jeans;311;Skinny;8096
Levi's;10485;311™ Shaping Skinny Jeans ;black;Women;APP WMN;Jeans;311;Skinny;8096
Levi's;10467;312™ Shaping Slim Jeans ;black;Women;APP WMN;Jeans;312;Slim;8096
Levi's;10470;312™ Shaping Slim Jeans ;blue;Women;APP WMN;Jeans;312;Slim;8096
Levi's;10479;312™ Shaping Slim Jeans ;blue;Women;APP WMN;Jeans;312;Slim;8096
Levi's;10484;312™ Shaping Slim Jeans ;blue;Women;APP WMN;Jeans;312;Slim;8096
Levi's;10468;314™ Shaping Straight Jeans ;blue;Women;APP WMN;Jeans;314;Straight;8096
Levi's;10475;314™ Shaping Straight Jeans ;blue;Women;APP WMN;Jeans;314;Straight;8096
Levi's;10478;314™ Shaping Straight Jeans ;blue;Women;APP WMN;Jeans;314;Straight;8096
Levi's;10480;314™ Shaping Straight Jeans ;blue;Women;APP WMN;Jeans;314;Straight;8096
Levi's;10465;315™ Shaping Bootcut Jeans ;black;Women;APP WMN;Jeans;315;Bootcut;8096
Levi's;10466;315™ Shaping Bootcut Jeans ;black;Women;APP WMN;Jeans;315;Bootcut;8096
Levi's;10514;501® Levi's® Crop Jeans ;black;Women;APP WMN;Jeans;501;Crop;9896
Levi's;10515;501® Levi's® Crop Jeans ;grey;Women;APP WMN;Jeans;501;Crop;9896
Levi's;10522;501® Levi's® Crop Jeans ;blue;Women;APP WMN;Jeans;501;Crop;9896
Levi's;10523;501® Levi's® Crop Jeans ;blue;Women;APP WMN;Jeans;501;Crop;9896
Levi's;10525;501® Levi's® Crop Jeans ;blue;Women;APP WMN;Jeans;501;Crop;10796
Levi's;10538;501® Levi's® Crop Jeans ;blue;Women;APP WMN;Jeans;501;Crop;10796
Levi's;10541;501® Levi's® Crop Jeans ;blue;Women;APP WMN;Jeans;501;Crop;10796
Levi's;10570;501® Levi's® Crop Jeans ;blue;Women;APP WMN;Jeans;501;Crop;12596
Levi's;10516;501® Levi's® Crop Jeans (Plus) ;blue;Women;APP WMN;Jeans;501;Crop;9896
Levi's;10530;501® Levi's® Crop Jeans (Plus) ;blue;Women;APP WMN;Jeans;501;Crop;10796
Levi's;10511;711™ Skinny Jeans ;blue;Women;APP WMN;Jeans;711;Skinny;8996
Levi's;10493;720™ High Rise Super Skinny Jeans ;blue;Women;APP WMN;Jeans;720;Skinny;8996
Levi's;10498;720™ High Rise Super Skinny Jeans ;blue;Women;APP WMN;Jeans;720;Skinny;8996
Levi's;10528;720™ High Rise Super Skinny Jeans ;blue;Women;APP WMN;Jeans;720;Skinny;10796
Levi's;10534;720™ High Rise Super Skinny Jeans ;blue;Women;APP WMN;Jeans;720;Skinny;10796
Levi's;10535;720™ High Rise Super Skinny Jeans ;blue;Women;APP WMN;Jeans;720;Skinny;10796
Levi's;10492;720™ High Rise Super Skinny Jeans (Plus) ;blue;Women;APP WMN;Jeans;720;Skinny;8996
Levi's;10495;720™ High Rise Super Skinny Jeans (Plus) ;blue;Women;APP WMN;Jeans;720;Skinny;8996
Levi's;10536;720™ High Rise Super Skinny Jeans (Plus) ;blue;Women;APP WMN;Jeans;720;Skinny;10796
Levi's;10497;721™ High Rise Skinny Jeans ;blue;Women;APP WMN;Jeans;721;Skinny;8996
Levi's;10499;721™ High Rise Skinny Jeans ;blue;Women;APP WMN;Jeans;721;Skinny;8996
Levi's;10500;721™ High Rise Skinny Jeans ;blue;Women;APP WMN;Jeans;721;Skinny;8996
Levi's;10533;721™ High Rise Skinny Jeans ;blue;Women;APP WMN;Jeans;721;Skinny;10796
Levi's;10545;721™ High Rise Skinny Jeans ;blue;Women;APP WMN;Jeans;721;Skinny;10796
Levi's;10501;721™ High Rise Skinny Jeans - Exposed Buttons ;blue;Women;APP WMN;Jeans;721;Skinny;8996
Levi's;10512;721™ High Rise Skinny Jeans - Exposed Buttons ;blue;Women;APP WMN;Jeans;721;Skinny;8996
Levi's;10494;721™ High Rise Skinny Jeans (Plus) ;blue;Women;APP WMN;Jeans;721;Skinny;8996
Levi's;10503;721™ High Rise Skinny Jeans (Plus) ;blue;Women;APP WMN;Jeans;721;Skinny;8996
Levi's;10504;721™ High Rise Skinny Jeans (Plus) ;blue;Women;APP WMN;Jeans;721;Skinny;8996
Levi's;10531;724™ High Rise Straight Jeans ;grey;Women;APP WMN;Jeans;724;Straight;10796
Levi's;10507;724™ High Rise Straight Jeans (Plus) ;grey;Women;APP WMN;Jeans;724;Straight;8996
Levi's;10508;724™ High Rise Straight Jeans (Plus) ;grey;Women;APP WMN;Jeans;724;Straight;8996
Levi's;10540;724™ High Rise Straight Jeans (Plus) ;grey;Women;APP WMN;Jeans;724;Straight;10796
Levi's;10526;725™ High Rise Bootcut Jeans ;grey;Women;APP WMN;Jeans;725;Bootcut;10796
Levi's;10537;725™ High Rise Bootcut Jeans ;blue;Women;APP WMN;Jeans;725;Bootcut;10796
Levi's;10509;725™ High Rise Bootcut Jeans (Plus) ;blue;Women;APP WMN;Jeans;725;Bootcut;8996
Levi's;10539;725™ High Rise Bootcut Jeans (Plus) ;blue;Women;APP WMN;Jeans;725;Bootcut;10796
Levi's;10441;Diana Graphic Sweatshirt ;grey;Women;APP WMN;Sweats;Diana;No;6746
Levi's;10440;Diana Sweatshirt ;grey;Women;APP WMN;Sweats;Diana;No;6746
Levi's;10455;Essential Western Shirt (Plus) ;grey;Women;APP WMN;Shirts;Essential;No;7196
Levi's;10564;Ex-Boyfriend Sherpa Trucker Jacket ;grey;Women;APP WMN;Jackets;Ex-Boyfriend;No;12596
Levi's;10565;Ex-Boyfriend Sherpa Trucker Jacket (Plus) ;blue;Women;APP WMN;Jackets;Ex-Boyfriend;No;12596
Levi's;10559;Ex-Boyfriend Trucker Jacket ;blue;Women;APP WMN;Jackets;Ex-Boyfriend;No;11696
Levi's;10417;Hadley Blouse ;blue;Women;APP WMN;Shirts;Hadley;No;6296
Levi's;10420;Hadley Blouse ;grey;Women;APP WMN;Shirts;Hadley;No;6296
Levi's;10415;Hollywood High Waisted Taper ;blue;Women;APP WMN;Jeans;Hollywood;Tapered;6296
Levi's;10422;Hollywood High Waisted Taper ;blue;Women;APP WMN;Jeans;Hollywood;Tapered;6296
Levi's;10532;Levi's Jumpsuit ;grey;Women;APP WMN;Jumpsuit;Levi's;No;10796
Levi's;10546;Levi's Jumpsuit (Plus) ;blue;Women;APP WMN;Jumpsuit;Levi's;No;10796
Levi's;10576;Levi's® Made & Crafted® Pleated Column Jeans ;blue;Women;APP WMN;Jeans;Levi's;Straight;14396
Levi's;10542;Levi's® Made & Crafted® Relaxed Shirt ;blue;Women;APP WMN;Shirts;Levi's;No;10796
Levi's;10543;Levi's® Made & Crafted® Relaxed Shirt ;grey;Women;APP WMN;Shirts;Levi's;No;10796
Levi's;10496;Levi's® Made & Crafted® Riptide Sweatshirt ;blue;Women;APP WMN;Sweats;Levi's;No;8996
Levi's;10510;Levi's® Made & Crafted® Riptide Sweatshirt ;blue;Women;APP WMN;Sweats;Levi's;No;8996
Levi's;10571;Levi's® Made & Crafted® Sunray Trucker Jacket ;grey;Women;APP WMN;Jackets;Levi's;No;13496
Levi's;10568;Levi's® Made & Crafted® The Barrel Jeans ;blue;Women;APP WMN;Jeans;Levi's;Straight;12596
Levi's;10569;Levi's® Made & Crafted® The Barrel Jeans ;grey;Women;APP WMN;Jeans;Levi's;Straight;12596
Levi's;10563;Levi's® Made & Crafted® The Column Jeans ;grey;Women;APP WMN;Jeans;Levi's;Straight;12596
Levi's;10567;Levi's® Made & Crafted® The Column Jeans ;grey;Women;APP WMN;Jeans;Levi's;Straight;12596
Levi's;10575;Levi's® Made & Crafted® Type II Trucker Jacket ;blue;Women;APP WMN;Jackets;Levi's;No;13496
Levi's;10392;Levi's® Made & Crafted® Wave Tee ;blue;Women;APP WMN;T-Shirt;Levi's;No;3596
Levi's;10393;Levi's® Made & Crafted® Wave Tee ;grey;Women;APP WMN;T-Shirt;Levi's;No;3596
Levi's;10442;Levi's® Red Tab™ Hoodie ;blue;Women;APP WMN;Sweats;Levi's;No;6746
Levi's;10443;Levi's® Red Tab™ Hoodie ;grey;Women;APP WMN;Sweats;Levi's;No;6746
Levi's;10444;Levi's® Red Tab™ Hoodie ;grey;Women;APP WMN;Sweats;Levi's;No;6746
Levi's;10447;Levi's® Red Tab™ Hoodie ;grey;Women;APP WMN;Sweats;Levi's;No;6746
Levi's;10448;Levi's® Red Tab™ Hoodie ;blue;Women;APP WMN;Sweats;Levi's;No;6746
Levi's;10400;Levi's® Red Tab™ Sweatpants ;blue;Women;APP WMN;Pants;Levi's;No;5396
Levi's;10401;Levi's® Red Tab™ Sweatpants ;grey;Women;APP WMN;Pants;Levi's;No;5396
Levi's;10402;Levi's® Red Tab™ Sweatpants ;blue;Women;APP WMN;Pants;Levi's;No;5396
Levi's;10403;Levi's® Red Tab™ Sweatpants ;grey;Women;APP WMN;Pants;Levi's;No;5396
Levi's;10405;Levi's® Red Tab™ Sweatpants ;grey;Women;APP WMN;Pants;Levi's;No;5396
Levi's;10423;Levi's® Standard Sweatshirt ;grey;Women;APP WMN;Sweats;Levi's;No;6296
Levi's;10429;Levi's® Standard Sweatshirt ;blue;Women;APP WMN;Sweats;Levi's;No;6296
Levi's;10434;Levi's® Standard Sweatshirt ;blue;Women;APP WMN;Sweats;Levi's;No;6296
Levi's;10398;Levi's® Sweatpants ;grey;Women;APP WMN;Pants;Levi's;No;5396
Levi's;10404;Levi's® Sweatpants ;blue;Women;APP WMN;Pants;Levi's;No;5396
Levi's;10406;Levi's® Sweatpants ;grey;Women;APP WMN;Pants;Levi's;No;5396
Levi's;10407;Levi's® Sweatpants ;grey;Women;APP WMN;Pants;Levi's;No;5396
Levi's;10573;Levi’s® X New Balance® Women's Reversible Trucker Jacket ;grey;Women;APP WMN;Jackets;Levi's;No;13496
Levi's;10513;Aida Parka ;blue;Women;APP WMN;Jackets;No;No;9896
Levi's;10572;Alexa Blazer ;blue;Women;APP WMN;Blazer;No;No;13496
Levi's;10389;Baby Tee ;grey;Women;APP WMN;T-Shirt;No;No;3596
Levi's;10391;Baby Tee (Plus) ;blue;Women;APP WMN;T-Shirt;No;No;3596
Levi's;10519;Blair Wrap Dress ;grey;Women;APP WMN;Dresses;No;No;9896
Levi's;10412;Crew Rib Sweater ;grey;Women;APP WMN;Sweats;No;No;6296
Levi's;10424;Crew Rib Sweater ;grey;Women;APP WMN;Sweats;No;No;6296
Levi's;10426;Crew Rib Sweater ;blue;Women;APP WMN;Sweats;No;No;6296
Levi's;10431;Crew Rib Sweater ;blue;Women;APP WMN;Sweats;No;No;6296
Levi's;10409;Deconstructed Skirt (Plus) ;grey;Women;APP WMN;Skirts;No;No;5846
Levi's;10456;Frannie Sweatshirt ;blue;Women;APP WMN;Sweats;No;No;7196
Levi's;10464;Gillian Mockneck ;grey;Women;APP WMN;Top;No;No;7196
Levi's;10355;Heavyweight Right On Tee ;grey;Women;APP WMN;T-Shirt;No;No;2246
Levi's;10356;Heavyweight Right On Tee ;grey;Women;APP WMN;T-Shirt;No;No;2246
Levi's;10362;Heavyweight Right On Tee ;blue;Women;APP WMN;T-Shirt;No;No;2246
Levi's;10558;High Loose Jeans ;grey;Women;APP WMN;Jeans;No;Loose;11246
Levi's;10562;High Loose Jeans ;grey;Women;APP WMN;Jeans;No;Loose;12146
Levi's;10553;High Loose Taper ;grey;Women;APP WMN;Jeans;No;Tapered;11246
Levi's;10550;High Loose Taper Jeans ;blue;Women;APP WMN;Jeans;No;Tapered;11246
Levi's;10552;High Loose Taper Jeans ;blue;Women;APP WMN;Jeans;No;Tapered;11246
Levi's;10414;High-Waisted Taper ;blue;Women;APP WMN;Jeans;No;Tapered;6296
Levi's;10463;Isla Dress ;blue;Women;APP WMN;Dresses;No;No;7196
Levi's;10399;Laney Button Down Shirt ;grey;Women;APP WMN;Shirts;No;No;5396
Levi's;10452;Lilith Blouse ;grey;Women;APP WMN;Shirts;No;No;7196
Levi's;10557;Loose Cargo ;blue;Women;APP WMN;Jeans;No;Straight;11246
Levi's;10549;Loose Straight Jeans ;blue;Women;APP WMN;Jeans;No;Straight;11246
Levi's;10555;Loose Straight Jeans ;blue;Women;APP WMN;Jeans;No;Straight;11246
Levi's;10556;Loose Straight Jeans ;blue;Women;APP WMN;Jeans;No;Straight;11246
Levi's;10521;Loose Utility Trucker Jacket ;blue;Women;APP WMN;Jackets;No;No;9896
Levi's;10520;Marion Dress ;grey;Women;APP WMN;Dresses;No;No;9896
Levi's;10449;Melrose Slouchy Crew ;grey;Women;APP WMN;Top;No;No;6746
Levi's;10439;Melrose Slouchy Top ;blue;Women;APP WMN;Top;No;No;6746
Levi's;10450;Melrose Slouchy Top ;blue;Women;APP WMN;Top;No;No;6746
Levi's;10518;Miko Trench ;blue;Women;APP WMN;Coat;No;No;9896
Levi's;10502;Mile High Ankle Skinny Jeans ;blue;Women;APP WMN;Jeans;No;Skinny;8996
Levi's;10491;Mile High Super Skinny Jeans ;blue;Women;APP WMN;Jeans;No;Skinny;8996
Levi's;10527;Mile High Super Skinny Jeans ;blue;Women;APP WMN;Jeans;No;Skinny;10796
Levi's;10529;Mile High Super Skinny Jeans ;blue;Women;APP WMN;Jeans;No;Skinny;10796
Levi's;10505;Mile High Super Skinny Jeans (Plus) ;blue;Women;APP WMN;Jeans;No;Skinny;8996
Levi's;10574;New Heritage Sherpa Trucker Jacket ;blue;Women;APP WMN;Jackets;No;No;13496
Levi's;10561;New Heritage Trucker Jacket ;blue;Women;APP WMN;Jackets;No;No;11696
Levi's;10388;Rib Bodysuit ;blue;Women;APP WMN;Bodysuit;No;No;3596
Levi's;10390;Rib Bodysuit ;blue;Women;APP WMN;Bodysuit;No;No;3596
Levi's;10418;Rib Sweater ;blue;Women;APP WMN;Sweats;No;No;6296
Levi's;10517;Ribcage Straight Ankle Jeans ;blue;Women;APP WMN;Jeans;No;Straight;9896
Levi's;10524;Ribcage Straight Ankle Jeans ;blue;Women;APP WMN;Jeans;No;Straight;10796
Levi's;10544;Ribcage Straight Ankle Jeans ;grey;Women;APP WMN;Jeans;No;Straight;10796
Levi's;10384;Rickie Graphic Tee ;blue;Women;APP WMN;T-Shirt;No;No;3146
Levi's;10385;Rickie Graphic Tee ;blue;Women;APP WMN;T-Shirt;No;No;3146
Levi's;10453;Rider Hoodie ;blue;Women;APP WMN;Sweats;No;No;7196
Levi's;10394;Secondskin Mockneck ;blue;Women;APP WMN;Top;No;No;4046
Levi's;10395;Secondskin Mockneck ;blue;Women;APP WMN;Top;No;No;4046
Levi's;10410;Standard Crew Fleece ;blue;Women;APP WMN;Jackets;No;No;5846
Levi's;10408;Standard Fleece ;grey;Women;APP WMN;Jackets;No;No;5846
Levi's;10396;Standard Graphic Fleece ;blue;Women;APP WMN;Jackets;No;No;4496
Levi's;10413;Standard Graphic Fleece ;blue;Women;APP WMN;Jackets;No;No;6296
Levi's;10430;Standard Graphic Fleece ;blue;Women;APP WMN;Jackets;No;No;6296
Levi's;10435;Standard Graphic Fleece ;blue;Women;APP WMN;Jackets;No;No;6296
Levi's;10438;Standard Graphic Hoodie ;blue;Women;APP WMN;Sweats;No;No;6746
Levi's;10445;Standard Graphic Hoodie ;blue;Women;APP WMN;Sweats;No;No;6746
Levi's;10397;Standard Graphic Tee ;grey;Women;APP WMN;T-Shirt;No;No;4496
Levi's;10437;Standard Graphic Tee ;blue;Women;APP WMN;T-Shirt;No;No;6296
Levi's;10411;Standard Hoodie ;blue;Women;APP WMN;Sweats;No;No;6296
Levi's;10454;Standard Sweatshirt ;blue;Women;APP WMN;Sweats;No;No;7196
Levi's;10458;Standard Sweatshirt ;blue;Women;APP WMN;Sweats;No;No;7196
Levi's;10489;Tailor High Loose Taper ;grey;Women;APP WMN;Jeans;No;Tapered;8996
Levi's;10506;Tailor High Loose Taper ;grey;Women;APP WMN;Jeans;No;Tapered;8996
Levi's;10436;The Classic Shirt ;grey;Women;APP WMN;Shirts;No;No;6296
Levi's;10352;The Perfect Tee ;blue;Women;APP WMN;T-Shirt;No;No;2246
Levi's;10353;The Perfect Tee ;blue;Women;APP WMN;T-Shirt;No;No;2246
Levi's;10354;The Perfect Tee ;blue;Women;APP WMN;T-Shirt;No;No;2246
Levi's;10360;The Perfect Tee ;blue;Women;APP WMN;T-Shirt;No;No;2246
Levi's;10361;The Perfect Tee ;grey;Women;APP WMN;T-Shirt;No;No;2246
Levi's;10364;The Perfect Tee ;grey;Women;APP WMN;T-Shirt;No;No;2696
Levi's;10365;The Perfect Tee ;grey;Women;APP WMN;T-Shirt;No;No;2696
Levi's;10366;The Perfect Tee ;blue;Women;APP WMN;T-Shirt;No;No;2696
Levi's;10367;The Perfect Tee ;blue;Women;APP WMN;T-Shirt;No;No;2696
Levi's;10368;The Perfect Tee ;blue;Women;APP WMN;T-Shirt;No;No;2696
Levi's;10371;The Perfect Tee ;blue;Women;APP WMN;T-Shirt;No;No;2696
Levi's;10372;The Perfect Tee ;grey;Women;APP WMN;T-Shirt;No;No;2696
Levi's;10373;The Perfect Tee ;grey;Women;APP WMN;T-Shirt;No;No;2696
Levi's;10375;The Perfect Tee ;grey;Women;APP WMN;T-Shirt;No;No;2696
Levi's;10376;The Perfect Tee ;blue;Women;APP WMN;T-Shirt;No;No;2696
Levi's;10377;The Perfect Tee ;blue;Women;APP WMN;T-Shirt;No;No;2696
